표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
"KR7136540002","136540","윈스","윈스","Wins co., Ltd.","2011/05/02","KOSDAQ","주권","우량기업부","보통주","500","12211663"
"KR7320000003","320000","윈텍","윈텍","WINTEC Co.,Ltd.","2019/09/18","KOSDAQ","주권","중견기업부","보통주","100","18499148"
"KR7097800007","097800","윈팩","윈팩","WINPAC INC.","2013/03/07","KOSDAQ","주권","벤처기업부","보통주","500","42612766"
"KR7192390003","192390","윈하이텍","윈하이텍","WINHITECH CO., Ltd.","2014/07/25","KOSDAQ","주권","중견기업부","보통주","500","10656896"
"KR7313760001","313760","윌링스","윌링스","WILLINGS CO., LTD.","2019/07/25","KOSDAQ","주권","중견기업부","보통주","500","4862000"
"KR7008600009","008600","윌비스보통주","윌비스","TheWillBes","1989/07/28","KOSPI","주권",,"보통주","1000","65771912"
"HK0000449303","900340","윙입푸드홀딩스","윙입푸드","WING YIP FOOD (CHINA) HOLDINGS GROUP LIMITED","2018/11/30","KOSDAQ","외국주권","외국기업(소속부없음)","보통주","무액면","47973428"
"KR7014830004","014830","유니드 보통주","유니드","UNID","2004/12/03","KOSPI","주권",,"보통주","5000","8889843"
"KR7036200004","036200","유니셈","유니셈","UNION SEMICONDUCTOR EQUIPMENT&MATERIALS","1999/12/10","KOSDAQ","주권","우량기업부","보통주","500","30664223"
"KR7018000000","018000","유니슨","유니슨","UNISON CO., LTD.","1996/01/10","KOSDAQ","주권","중견기업부","보통주","500","121733751"
"KR7047400007","047400","유니온머티리얼보통주","유니온머티리얼","Union Materials Corp.","2009/09/29","KOSPI","주권",,"보통주","500","42000000"
"KR7000910000","000910","유니온보통주","유니온","Union","1996/07/03","KOSPI","주권",,"보통주","500","15611619"
"KR7203450002","203450","유니온커뮤니티","유니온커뮤니티","Union community Co., Ltd.","2016/12/07","KOSDAQ","주권","벤처기업부","보통주","500","14679007"
"KR7011330008","011330","유니켐보통주","유니켐","UNI CHEM.CO.,LTD","1989/12/14","KOSPI","주권",,"보통주","500","68710343"
"KR7077500007","077500","유니퀘스트 보통주","유니퀘스트","Uniquest Corporation","2004/08/05","KOSPI","주권",,"보통주","500","27329225"
"KR7011320009","011320","유니크","유니크","UNICK CORPORATION","1993/12/29","KOSDAQ","주권","중견기업부","보통주","500","19320695"
"KR7086390002","086390","유니테스트","유니테스트","UniTest Inc.","2006/12/05","KOSDAQ","주권","우량기업부","보통주","500","21134126"
"KR7241690007","241690","유니테크노","유니테크노","UNITEKNO Co.,Ltd","2016/09/20","KOSDAQ","주권","우량기업부","보통주","500","23605590"
"KR7142210004","142210","유니트론텍","유니트론텍","Unitrontech Co.,Ltd.","2016/02/02","KOSDAQ","주권","중견기업부","보통주","500","12077643"
"KR7121060008","121060","유니포인트","유니포인트","UNIPOINT Corp.","2014/10/24","KONEX","주권","일반기업부","보통주","500","5981670"
"KR7048430003","048430","유라테크","유라테크","YURA TECH. CO., LTD.","2001/01/11","KOSDAQ","주권","우량기업부","보통주","500","11520000"
"KR7206650004","206650","유바이오로직스","유바이오로직스","EuBiologics Co., Ltd.","2017/01/24","KOSDAQ","주권","기술성장기업부","보통주","500","35077992"
"KR7089850002","089850","유비벨록스","유비벨록스","UbiVelox Inc.","2010/06/18","KOSDAQ","주권","우량기업부","보통주","500","7115697"
"KR7032620007","032620","유비케어","유비케어","UBCARE CO., LTD.","1997/05/02","KOSDAQ","주권","우량기업부","보통주","500","52197139"
"KR7264450008","264450","유비쿼스","유비쿼스","Ubiquoss Inc.","2017/03/31","KOSDAQ","주권","우량기업부","보통주","500","10245706"
"KR7078070000","078070","유비쿼스홀딩스","유비쿼스홀딩스","Ubiquoss Holdings Inc.","2009/01/23","KOSDAQ","주권","우량기업부","보통주","500","18696628"
"KR7002920007","002920","유성기업보통주","유성기업","YoosungEnterprise","1988/10/10","KOSPI","주권",,"보통주","500","25947500"
"KR7024800005","024800","유성티엔에스","유성티엔에스","YOOSUNG T&S CO.,LTD","1999/12/10","KOSDAQ","주권","우량기업부","보통주","500","31278618"
"KR7000700005","000700","유수홀딩스보통주","유수홀딩스","EUSU HOLDINGS","1956/03/03","KOSPI","주권",,"보통주","2500","26041812"
"KR7054930003","054930","유신","유신","Yooshin Engineering Corporation","2002/01/15","KOSDAQ","주권","중견기업부","보통주","5000","3000000"
"KR7038340006","038340","유씨아이","UCI","UCI Co.,Ltd.","2001/11/22","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","37397367"
"KR7069330009","069330","유아이디","유아이디","U.I.DISPLAY CO.,LTD.","2003/08/18","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","13579722"
"KR7049520000","049520","유아이엘","유아이엘","UIL Co.,Ltd","2001/08/02","KOSDAQ","주권","중견기업부","보통주","500","21784936"
"KR7313750002","313750","유안타제4호기업인수목적","유안타제4호스팩","Yuanta 4 SPECIAL PURPOSE ACQUISITION CO., LTD.","2019/03/21","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","4650000"
"KR7336060009","336060","유안타제5호기업인수목적","유안타제5호스팩","Yuanta 5 SPECIAL PURPOSE ACQUISITION COMPANY","2019/11/28","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","5930000"
"KR7340360007","340360","유안타제6호기업인수목적","유안타제6호스팩","Yuanta 6 SPECIAL PURPOSE ACQUISITION COMPANY","2019/12/19","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","6845000"
"KR7367460003","367460","유안타제7호기업인수목적","유안타제7호스팩","Yuanta 7 SPECIAL PURPOSE ACQUISITION COMPANY","2020/12/28","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","5500000"
"KR7367480001","367480","유안타제8호기업인수목적","유안타제8호스팩","Yuanta 8 SPECIAL PURPOSE ACQUISITION COMPANY","2021/04/05","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","6490000"
"KR7003471000","003475","유안타증권1우선주","유안타증권우","Yuanta Securities Korea(1P)","1989/03/22","KOSPI","주권",,"구형우선주","5000","12912212"
"KR7003470002","003470","유안타증권보통주","유안타증권","Yuanta Securities Korea","1988/01/21","KOSPI","주권",,"보통주","5000","199596576"
"KR7056090004","056090","유앤아이","유앤아이","U&I CORPORATION","2015/11/12","KOSDAQ","주권","기술성장기업부","보통주","500","9276924"
"KR7011690005","011690","유양디앤유보통주","유양디앤유","YUYANG D&U","1995/12/21","KOSPI","주권",,"보통주","500","147235637"
"KR7263770000","263770","유에스티","유에스티","UST CO., LTD.","2017/04/06","KOSDAQ","주권","우량기업부","보통주","100","23700172"
"KR7337840003","337840","유엑스엔","유엑스엔","UXN","2019/11/28","KONEX","주권","일반기업부","보통주","500","2985053"
"KR7072130008","072130","유엔젤보통주","유엔젤","UANGEL","2003/07/01","KOSPI","주권",,"보통주","500","13195454"
"KR7000221002","000225","유유제약1우선주","유유제약1우","YuyuPharma(1P)","1990/01/05","KOSPI","주권",,"구형우선주","1000","2266930"
"KR7000222000","000227","유유제약2우선주(신형)","유유제약2우B","YuyuPharma(2PB)","2000/06/20","KOSPI","주권",,"신형우선주","1000","325560"
"KR7000220004","000220","유유제약보통주","유유제약","YuyuPharma","1975/11/18","KOSPI","주권",,"보통주","1000","16735664"
"KR7340930007","340930","유일에너테크","유일에너테크","YOUIL ENERGY TECH CO.,LTD.","2021/02/25","KOSDAQ","주권","벤처기업부","보통주","500","10590044"
"KR7023410004","023410","유진기업","유진기업","EUGENE Corporation","1994/10/07","KOSDAQ","주권","우량기업부","보통주","500","77310863"
"KR7321260002","321260","유진기업인수목적4호","유진스팩4호","EUGENE SEPCIAL PURPOSE ACQUISITION 4 CO.,LTD.","2019/05/31","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","3490000"
"KR7331380006","331380","유진기업인수목적5호","유진스팩5호","EUGENE SPECIAL PURPOSE ACQUISITION 5 COMPANY","2019/10/02","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","4010000"
"KR7373340009","373340","유진기업인수목적6호","유진스팩6호","EUGENE SPECIAL PURPOSE ACQUISITION 6 COMPANY","2021/04/08","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","3020000"
"KR7056080005","056080","유진로봇","유진로봇","Yujin Robot Co., Ltd.","2001/11/13","KOSDAQ","주권","벤처기업부","보통주","500","37512152"
"KR7084370006","084370","유진테크","유진테크","Eugene Technology Co., Ltd.","2006/01/17","KOSDAQ","주권","우량기업부","보통주","500","22916042"
"KR7001200005","001200","유진투자증권보통주","유진투자증권","EUGENE INVESTMENT & SECURITIES","1987/08/24","KOSPI","주권",,"보통주","5000","96866418"
"KR7178780003","178780","유테크","유테크","U-Tech Co.,Ltd.","2015/06/30","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","34820984"
"KR7221800006","221800","유투바이오","유투바이오","U2BIO","2015/06/29","KONEX","주권","일반기업부","보통주","500","1900510"
"KR7179900006","179900","유티아이","유티아이","UTI INC.","2017/09/27","KOSDAQ","주권","우량기업부","보통주","500","16206895"
"KR7263050007","263050","유틸렉스","유틸렉스","Eutilex Co., Ltd.","2018/12/24","KOSDAQ","주권","기술성장기업부","보통주","500","15424999"
"KR7000101006","000105","유한양행1우선주","유한양행우","Yuhan(1P)","1995/02/21","KOSPI","주권",,"구형우선주","1000","1180940"
"KR7000100008","000100","유한양행보통주","유한양행","Yuhan","1962/11/01","KOSPI","주권",,"보통주","1000","69972959"
"KR7003461001","003465","유화증권1우선주","유화증권우","YuhwaSecurities(1P)","1990/02/20","KOSPI","주권",,"구형우선주","1000","17476425"
"KR7003460003","003460","유화증권보통주","유화증권","YuhwaSecurities","1987/08/24","KOSPI","주권",,"보통주","1000","56702415"
"KR7191410000","191410","육일씨엔에쓰","육일씨엔에쓰","RYUK-IL C&S., Ltd","2015/12/24","KOSDAQ","주권","중견기업부","보통주","500","9363022"
"KR7008730004","008730","율촌화학보통주","율촌화학","YoulchonChemical","1988/08/30","KOSPI","주권",,"보통주","500","24800000"
"KR7072770001","072770","율호","율호","Yulho","2007/07/25","KOSDAQ","주권","중견기업부","보통주","500","38967004"
"KR7008250003","008250","이건산업보통주","이건산업","EagonIndustrial","1988/10/21","KOSPI","주권",,"보통주","5000","10952635"
"KR7039020003","039020","이건홀딩스","이건홀딩스","EAGON HOLDINGS CO., LTD.","2000/05/04","KOSDAQ","주권","우량기업부","보통주","1000","22584709"
"KR7025820002","025820","이구산업보통주","이구산업","LeekuIndustrial","1995/08/18","KOSPI","주권",,"보통주","500","33442000"
"KR7060230000","060230","이그잭스","이그잭스","exax Inc.","2002/06/25","KOSDAQ","주권","중견기업부","보통주","500","78658732"
"KR7067920009","067920","이글루시큐리티","이글루시큐리티","Igloo Security, Inc.","2010/08/04","KOSDAQ","주권","벤처기업부","보통주","500","10996119"
"KR7044960003","044960","이글벳","이글벳","Eagle Veterinary Technology Co.,Ltd","2000/11/16","KOSDAQ","주권","중견기업부","보통주","500","12641883"
"KR7303530000","303530","이노뎁","이노뎁","INNODEP INC.","2021/06/18","KOSDAQ","주권","벤처기업부","보통주","500","7131155"
"KR7302430004","302430","이노메트리","이노메트리","INNOMETRY Co., Ltd.","2018/12/12","KOSDAQ","주권","벤처기업부","보통주","500","9796538"
"KR7279060008","279060","이노벡스","이노벡스","INNOVEX","2019/04/12","KONEX","주권","일반기업부","보통주","100","6833075"
"KR7214320004","214320","이노션보통주","이노션","INNOCEAN WORLDWIDE INC.","2015/07/17","KOSPI","주권",,"보통주","500","20000000"
"KR7073490005","073490","이노와이어리스","이노와이어리스","InnoWireless Co.,Ltd.","2005/02/04","KOSDAQ","주권","우량기업부","보통주","500","6737544"
"KR7086250008","086250","이노와이즈","이노와이즈","INNOWISE CO.,LTD","2006/11/10","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","30810174"
"KR7215790007","215790","이노인스트루먼트","이노인스트루먼트","INNO INSTRUMENT INC.","2015/05/08","KOSDAQ","주권","중견기업부","보통주","500","40283149"
"KR7344860002","344860","이노진","이노진","INNOGENE","2020/04/27","KONEX","주권","일반기업부","보통주","500","1860000"
"KR7246960009","246960","이노테라피","이노테라피","InnoTherapy Inc.","2019/02/01","KOSDAQ","주권","기술성장기업부","보통주","500","5044184"
"KR7088390000","088390","이녹스","이녹스","INNOX Corporation","2006/10/20","KOSDAQ","주권","중견기업부","보통주","500","9350844"
"KR7272290008","272290","이녹스첨단소재","이녹스첨단소재","INNOX Advanced Materials Co., Ltd.","2017/07/10","KOSDAQ","주권","우량기업부","보통주","500","9820829"
"KR7053350005","053350","이니텍","이니텍","INITECH Co., Ltd.","2001/11/15","KOSDAQ","주권","중견기업부","보통주","500","19790916"
"KR7258610005","258610","이더블유케이","이더블유케이","EWK Inc.","2017/08/22","KOSDAQ","주권","벤처기업부","보통주","500","14474525"
"KR7336040001","336040","이도바이오","이도바이오","YIDOBIO","2019/12/02","KONEX","주권","일반기업부","보통주","500","2390742"
"KR7215090002","215090","이디티","이디티","EHWA DEFENSE TECHNOLOGY","2015/04/28","KOSDAQ","주권","중견기업부","보통주","100","73069416"
"KR7041520008","041520","이라이콤","이라이콤","e-LITECOM CO., LTD.","2003/07/04","KOSDAQ","주권","우량기업부","보통주","500","12188730"
"KR7264850009","264850","이랜시스","이랜시스","Elensys Co.,Ltd.","2017/06/01","KOSDAQ","주권","중견기업부","보통주","100","28751812"
"KR7054210000","054210","이랜텍","이랜텍","Elentec Co., Ltd","2002/05/09","KOSDAQ","주권","중견기업부","보통주","500","25291210"
"KR7164060006","164060","이루다","이루다","ILOODA Co.,Ltd","2020/08/06","KOSDAQ","주권","벤처기업부","보통주","500","7815060"
"KR7065440000","065440","이루온","이루온","ELUON Corporation","2003/01/28","KOSDAQ","주권","벤처기업부","보통주","500","27275020"
"KR7088260005","088260","이리츠코크렙기업구조조정부동산투자회사보통주","이리츠코크렙","E KOCREF CR-REIT","2018/06/27","KOSPI","부동산투자회사",,"보통주","500","63341590"
"KR7139480008","139480","이마트보통주","이마트","E-MART Co., Ltd.","2011/06/10","KOSPI","주권",,"보통주","5000","27875819"
"KR7115610008","115610","이미지스테크놀로지","이미지스","IMAGIS Co., Ltd.","2010/02/26","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","7669128"
"KR7349720003","349720","이베스트기업인수목적5호","이베스트스팩5호","Ebest Special Purpose Acquisition No5 Company","2020/05/20","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","3620000"
